candidate_id,source,title,composer_normalized,grade,grade_source,midi_min,midi_max,midi_range,midi_median,key_fifths,key_changes,tempo_bpm,time_sig,meter_changes,smallest_division,dotted_count,tied_count,tuplet_count,max_chord_stack,polyphonic_measure_ratio,voice_count_max,ornament_mordent,ornament_trill,ornament_turn,grace_count,harmonic_count,barre_count,position_shift_proxy,measure_count,note_count,duration_sec_approx
guitarloot:Scores/EnglishMusic/Dowland/PavanP94Gtr,guitarloot,Pavan,Attr. John Dowland,8,delcamp-eric-crouch,52,88,36,71.0,0,1,64.0,2/2,1,32,131,140,0,3,1.0,3,0,0,0,0,0,0,,112,1578,420.0
guitarloot:Scores/EnglishMusic/Dowland/PraeGtr,guitarloot,Praeambulum,Attr. John Dowland,8,delcamp-eric-crouch,52,85,33,71.0,4,1,54.0,4/4,2,32,7,8,0,3,1.0,3,0,0,0,0,0,0,,18,238,80.0
guitarloot:Scores/EnglishMusic/Dowland/Preludium98EGtr,guitarloot,Preludium,John Dowland,8,delcamp-eric-crouch,52,83,31,74,1,1,54.0,2/4,1,32,12,4,0,3,1.0,3,0,0,0,0,0,0,,21,256,46.7
guitarloot:Scores/EnglishMusic/Dowland/RobinGtr,guitarloot,Robin,John Dowland,8,delcamp-eric-crouch,52,83,31,70,2,1,72.0,3/4,1,32,88,32,0,4,1.0,3,0,0,0,0,0,0,,72,750,180.0
guitarloot:Scores/EnglishMusic/Dowland/SolusCumSolaGtriPad,guitarloot,Solus cum Sola,John Dowland,8,delcamp-eric-crouch,52,86,34,73.0,2,1,40.0,4/4,1,64,54,20,0,3,1.0,4,0,0,0,0,0,0,,40,795,240.0
guitarloot:Scores/EnglishMusic/Dowland/SolusSineSolaGtrA,guitarloot,Brigide Fleetwood's Pavan (Solus Sine Sola),John Dowland,8,delcamp-eric-crouch,52,83,31,71,1,1,40.0,4/4,2,64,120,92,0,3,1.0,3,0,0,0,0,0,0,,56,1154,336.0
guitarloot:Scores/EnglishMusic/Dowland/TarletonJigGtr,guitarloot,Tarleton's Jig,John Dowland,8,delcamp-eric-crouch,52,86,34,71.0,1,1,96.0,6/8,1,16,35,0,0,3,1.0,3,0,0,0,0,0,0,,16,189,30.0
guitarloot:Scores/EnglishMusic/Dowland/WhatDay79.Gtr.iPad,guitarloot,What If A Day,John Dowland,8,delcamp-eric-crouch,57,86,29,76,-1,1,68.0,4/4,1,32,15,2,0,3,1.0,3,0,0,0,0,0,0,,26,326,91.8
guitarloot:Scores/EnglishMusic/ELB//Sellinger,guitarloot,Sellinger's Round,Anon,5,delcamp-eric-crouch,55,88,33,74.0,2,1,84.0,3/8,1,16,207,28,0,3,1.0,3,0,0,0,0,0,0,,120,549,128.6
guitarloot:Scores/EnglishMusic/ELB/06v.BlundevillesPavane.GtrV5,guitarloot,John Blundevilles Last Farewell (Pavan),William Hollis,8,delcamp-eric-crouch,52,86,34,73.0,1,1,48.0,2/2,1,32,97,92,0,3,1.0,3,0,0,0,0,0,0,,45,802,225.0
guitarloot:Scores/EnglishMusic/ELB/07.GalliardAnonHirschGtr,guitarloot,Galliard 7,Anon. Hisch Lute book f.4,4,delcamp-eric-crouch,52,81,29,71.0,0,1,76.0,3/4,1,16,32,14,0,2,1.0,3,5,0,0,0,0,0,,48,489,113.7
guitarloot:Scores/EnglishMusic/ELB/10v.Prelude.GtrD,guitarloot,Prelude,Anon (Cosens Lute Book,5,delcamp-eric-crouch,50,84,34,67.0,2,1,84.0,4/4,1,16,42,40,0,3,1.0,3,0,0,0,0,0,0,,40,457,114.3
guitarloot:Scores/EnglishMusic/ELB/11.Galliard.HirschAnon.Gtr,guitarloot,Galliard 11,Anon,4,delcamp-eric-crouch,52,83,31,73,4,1,76.0,3/4,1,16,56,16,0,3,0.98,3,0,0,0,0,0,0,,49,483,116.1
guitarloot:Scores/EnglishMusic/ELB/133Grimstock.Gtr,guitarloot,Grimstock,Anon,6,delcamp-eric-crouch,57,81,24,71,3,1,96.0,6/8,1,16,57,12,0,2,1.0,3,0,0,0,0,0,0,,20,171,37.5
guitarloot:Scores/EnglishMusic/ELB/26vMallSimsPickeringGtr,guitarloot,Mall Sims,Anon. ? Hans Leo Hassler,7,delcamp-eric-crouch,52,88,36,71.0,1,1,68.0,2/2,2,32,173,86,0,4,1.0,3,0,0,0,0,0,0,,161,2041,568.2
guitarloot:Scores/EnglishMusic/ELB/29bAllemandeEGtr,guitarloot,Allemande,"Anon, Pickering Lute Book",7,delcamp-eric-crouch,52,88,36,76.0,4,1,96.0,2/2,1,16,45,18,0,3,1.0,3,0,0,0,0,0,0,,32,280,80.0
guitarloot:Scores/EnglishMusic/ELB/33.GalliardGtrRev,guitarloot,Galliard,Anon. (Cosens Lute Book,5,delcamp-eric-crouch,50,88,38,74,2,1,86.0,3/4,1,16,35,26,0,3,1.0,4,0,0,0,0,0,0,,32,307,67.0
guitarloot:Scores/EnglishMusic/ELB/34v.SmythPavaneGtr,guitarloot,Pavane,Thomas Smyth,8,delcamp-eric-crouch,52,84,32,72.0,0,1,76.0,2/2,1,16,29,32,0,4,1.0,3,0,0,0,0,0,0,,47,423,148.4
guitarloot:Scores/EnglishMusic/ELB/35b.SmythGalliard.Gtr,guitarloot,Galliard,Thomas Smyth,8,delcamp-eric-crouch,52,90,38,76.0,3,1,86.0,3/4,2,32,61,22,0,4,1.0,3,0,0,0,0,0,0,,28,303,58.6
guitarloot:Scores/EnglishMusic/ELB/36v.LachrimaeGtrCK,guitarloot,Lachrimae Pavan CK,"Anon ""CK"" (Cosens Lute Book",5,delcamp-eric-crouch,52,83,31,71.0,1,1,60.0,4/4,1,16,84,26,0,3,1.0,4,0,0,0,0,0,0,,99,892,396.0
guitarloot:Scores/EnglishMusic/ELB/39.CKFantasy.Gtr,guitarloot,Fantasy,"Anon ""CK"" (Cosens Lute Book",5,delcamp-eric-crouch,50,84,34,69.0,2,1,80.0,2/2,2,32,111,74,0,4,1.0,3,0,0,0,0,0,0,,104,1306,312.0
guitarloot:Scores/EnglishMusic/ELB/39AnonCourante,guitarloot,Courante (39),"Anon, Pickering Lute Book",7,delcamp-eric-crouch,50,88,38,74.0,2,1,84.0,3/4,1,16,56,34,0,3,0.974,3,0,0,0,0,0,0,,39,201,83.6
guitarloot:Scores/EnglishMusic/ELB/40AnonAllemandeGtrV2,guitarloot,Allemande (40r),"Anon, Pickering Lute Book",7,delcamp-eric-crouch,50,88,38,76.0,2,1,76.0,4/4,1,32,31,66,4,4,0.977,3,0,0,0,0,0,0,,44,410,138.9
guitarloot:Scores/EnglishMusic/ELB/42.CavendishGalliard.Gtr,guitarloot,Cavendish Galliard,Michael Cavendish,8,delcamp-eric-crouch,52,86,34,71,1,1,86.0,3/4,1,16,39,40,0,3,1.0,3,0,0,0,0,0,0,,33,300,69.1
guitarloot:Scores/EnglishMusic/ELB/44CouranteGaultier,guitarloot,Courante,?Gaultier,7,delcamp-eric-crouch,50,81,31,74.0,-1,1,104.0,3/4,1,16,16,24,0,3,0.95,2,0,0,0,0,0,0,,20,107,34.6
guitarloot:Scores/EnglishMusic/ELB/45vAnonAllemandeGtr,guitarloot,Allemande (45v),"Anon, Pickering Lute Book",7,delcamp-eric-crouch,50,89,39,70.0,-2,1,68.0,4/4,1,16,52,50,0,3,1.0,3,0,0,0,0,0,0,,32,355,112.9
guitarloot:Scores/EnglishMusic/ELB/46AnonAllemandeGtr,guitarloot,Allemande (46),"Anon, Pickering Lute Book",7,delcamp-eric-crouch,50,83,33,73,2,1,72.0,4/4,1,32,27,18,0,2,1.0,3,0,0,0,0,0,0,,15,180,50.0
guitarloot:Scores/EnglishMusic/ELB/46bAnonSarabande,guitarloot,Sarabande,"Anon, Pickering Lute Book",7,delcamp-eric-crouch,52,85,33,75.0,4,1,68.0,3/4,1,16,20,8,0,3,1.0,3,0,0,0,0,0,0,,18,97,47.6
guitarloot:Scores/EnglishMusic/ELB/46v.LadyNorthsGalliardE.Gtr,guitarloot,Lady North's Galliard,Anon,5,delcamp-eric-crouch,47,85,38,71,4,1,76.0,3/4,1,32,93,18,0,3,1.0,3,0,0,0,0,0,0,,51,548,120.8
guitarloot:Scores/EnglishMusic/ELB/46vSarabande,guitarloot,Le Sarabande,"Germain Pinel, Pickering Lute Book",7,delcamp-eric-crouch,50,82,32,70,-2,1,68.0,3/4,1,16,25,8,0,2,1.0,3,0,0,0,0,0,0,,24,133,63.5
guitarloot:Scores/EnglishMusic/ELB/47SmythGalliard.Gtr,guitarloot,Galliard,Thomas Smyth,8,delcamp-eric-crouch,50,86,36,73.0,-1,1,76.0,3/4,1,16,72,14,0,4,1.0,4,0,0,0,0,0,0,,48,486,113.7
guitarloot:Scores/EnglishMusic/ELB/47v.VautorAllemandeGtr,guitarloot,Allemande,Thomas Vautor (Cosens Lute Book,8,delcamp-eric-crouch,52,83,31,73,3,1,120.0,2/2,1,8,28,26,0,3,0.97,3,0,0,0,0,0,0,,33,269,66.0
guitarloot:Scores/EnglishMusic/ELB/48GaultierNightingaleGtr,guitarloot,Nightingale,Gaultier,7,delcamp-eric-crouch,52,88,36,75,4,1,60.0,4/4,3,32,34,42,0,3,1.0,3,0,0,0,4,0,0,,42,548,168.0
guitarloot:Scores/EnglishMusic/ELB/50.gtGalliard.Gtr,guitarloot,Galliard,Anon. ?Thomas Smyth,8,delcamp-eric-crouch,52,88,36,74,4,1,86.0,3/4,1,16,70,40,0,4,1.0,3,0,0,0,0,0,0,,48,534,100.5
guitarloot:Scores/EnglishMusic/ELB/50vJigGtr,guitarloot,Jig,"Anon, Pickering Lute Book",7,delcamp-eric-crouch,52,88,36,76,4,1,104.0,6/8,1,16,52,10,0,3,1.0,2,0,0,0,0,0,0,,16,104,27.7
guitarloot:Scores/EnglishMusic/ELB/51HornpipeGtr,guitarloot,Hornpipe,"Anon, Pickering Lute Book",7,delcamp-eric-crouch,52,83,31,73,3,1,92.0,6/8,1,16,9,6,0,2,1.0,3,0,0,0,0,0,0,,13,106,25.4
guitarloot:Scores/EnglishMusic/ELB/Alman13Gtr,guitarloot,13. Alman,Anon; Willoughby Lute Book ff.17v-18r,7,delcamp-eric-crouch,52,84,32,72,0,1,86.0,4/4,1,32,21,0,0,3,1.0,3,0,0,0,0,0,0,,32,426,89.3
guitarloot:Scores/EnglishMusic/ELB/Anthony3v2,guitarloot,Anthony Pavan,?Anthony de Countie,7,delcamp-eric-crouch,41,72,31,58,-1,1,64.0,3/4,1,32,24,32,0,3,1.0,4,0,0,0,0,0,0,,47,485,132.2
guitarloot:Scores/EnglishMusic/ELB/Anthony4v2,guitarloot,Anthony Pavan,?Anthony de Countie,7,delcamp-eric-crouch,53,84,31,70.0,-1,1,64.0,4/4,2,32,23,10,0,3,1.0,4,0,0,0,0,0,0,,37,465,138.8
guitarloot:Scores/EnglishMusic/ELB/BellAlmayneEGtr,guitarloot,Bell Almayne,Margaret Board Lute Book f.31,5,delcamp-eric-crouch,52,88,36,71,4,1,72.0,4/4,1,32,45,66,0,3,1.0,3,0,0,0,0,0,0,,35,423,116.7
guitarloot:Scores/EnglishMusic/ELB/BrewsterPavan.iPad,guitarloot,Brewster's Pavan,Anon,7,delcamp-eric-crouch,52,81,29,71.0,4,1,54.0,4/4,1,32,23,10,0,3,1.0,3,0,0,0,0,0,0,,24,495,106.7
guitarloot:Scores/EnglishMusic/ELB/ChacogneGtrRev,guitarloot,Chacogne,Anon,5,delcamp-eric-crouch,38,78,40,57,2,1,60.0,3/4,1,16,19,70,0,3,1.0,3,0,0,0,0,0,0,,51,418,153.0
guitarloot:Scores/EnglishMusic/ELB/ChaconeRobartsGtrWeb,guitarloot,Chacone,Anon,4,delcamp-eric-crouch,52,88,36,73.0,4,1,68.0,3/4,1,16,74,150,0,4,1.0,3,0,0,0,74,0,0,,79,607,209.1
guitarloot:Scores/EnglishMusic/ELB/CorantoBGtr,guitarloot,Coranto,Anon,5,delcamp-eric-crouch,52,84,32,71,0,1,68.0,3/8,1,32,38,20,0,3,0.984,3,0,0,0,0,0,0,,61,332,80.7
guitarloot:Scores/EnglishMusic/ELB/DelacourtGtrAS,guitarloot,The Delacourt Pavan,Anon,5,delcamp-eric-crouch,57,84,27,74,-1,1,60.0,2/4,1,16,12,12,0,4,1.0,3,0,0,0,0,0,0,,48,406,96.0
guitarloot:Scores/EnglishMusic/ELB/Doompe,guitarloot,A Doomp,Anon,6,delcamp-eric-crouch,52,84,32,69.0,0,1,72.0,3/4,1,16,27,14,0,3,1.0,2,0,0,0,0,0,0,,40,412,100.0
guitarloot:Scores/EnglishMusic/ELB/Eglantine,guitarloot,The Eglantine Branche,Anon,5,delcamp-eric-crouch,52,83,31,71.0,1,1,68.0,4/4,1,16,19,12,0,3,1.0,4,0,0,0,1,0,0,,12,180,42.4
guitarloot:Scores/EnglishMusic/ELB/Fantasia29Gtr,guitarloot,Fantasy 29,Anon: Hirsch Lute Book,4,delcamp-eric-crouch,55,82,27,70.0,-1,1,78.0,4/4,1,16,19,10,0,3,1.0,3,0,0,0,0,0,0,,38,405,116.9
guitarloot:Scores/EnglishMusic/ELB/FantasieGtrRev.iPad,guitarloot,Fansie (Fantasia),Anon,7,delcamp-eric-crouch,55,86,31,72,1,1,68.0,2/4,1,32,4,30,0,3,0.986,3,0,0,0,0,0,0,,140,797,247.1
guitarloot:Scores/EnglishMusic/ELB/Fantasy51AnonGtrA,guitarloot,51. Fantasy,Anon: Hirsch Lute Book,4,delcamp-eric-crouch,52,88,36,73,3,1,68.0,4/4,1,32,31,16,0,3,0.963,3,0,0,0,0,0,0,,54,672,190.6
guitarloot:Scores/EnglishMusic/ELB/FlatPavan.Gtr,guitarloot,The Flat Pavan,Anon,6,delcamp-eric-crouch,52,81,29,71,0,1,54.0,4/4,1,32,3,4,0,3,1.0,2,0,0,0,0,0,0,,24,531,106.7
guitarloot:Scores/EnglishMusic/ELB/FrenchTuneEGtr,guitarloot,The French Tune,? P Guedron,6,delcamp-eric-crouch,52,81,29,71.0,4,1,108.0,4/4,1,8,13,12,0,3,1.0,3,0,0,0,0,0,0,,18,172,40.0
guitarloot:Scores/EnglishMusic/ELB/GallFlat.Gtr,guitarloot,Galliard to the Flat Pavan,Anon,6,delcamp-eric-crouch,52,79,27,71.0,0,1,96.0,3/4,1,32,46,0,0,3,1.0,3,0,0,0,0,0,0,,48,495,90.0
guitarloot:Scores/EnglishMusic/ELB/Galliard15Gtr,guitarloot,Galliard,Anon,7,delcamp-eric-crouch,52,81,29,71,4,1,76.0,3/4,1,16,40,4,0,3,1.0,3,0,0,0,0,0,0,,48,496,113.7
guitarloot:Scores/EnglishMusic/ELB/Gillyflower,guitarloot,Gillyflower,Anon,5,delcamp-eric-crouch,52,83,31,73,4,1,108.0,4/4,1,16,24,0,0,3,0.941,2,0,0,0,0,0,0,,17,150,37.8
guitarloot:Scores/EnglishMusic/ELB/Ground19Gtr,guitarloot,19.Ground,Anon: Hirsch Lute Book,4,delcamp-eric-crouch,52,84,32,73,-1,1,86.0,3/4,1,16,33,36,0,3,1.0,3,0,0,0,0,0,0,,33,291,69.1
guitarloot:Scores/EnglishMusic/ELB/Halls%20Galliard,guitarloot,Hall's Galliard,?Richard Green,7,delcamp-eric-crouch,52,81,29,71.0,2,1,76.0,3/4,1,16,19,18,0,4,1.0,3,0,0,0,0,0,0,,40,405,94.7
guitarloot:Scores/EnglishMusic/ELB/JoaneMaypole,guitarloot,Joane to the Maypole,Anon,5,delcamp-eric-crouch,50,83,33,71.0,2,1,72.0,2/4,2,16,38,4,0,3,1.0,2,0,0,0,0,0,0,,34,263,56.7
guitarloot:Scores/EnglishMusic/ELB/JohnKissNowGtr,guitarloot,John Come Kiss Me Now,Anon,6,delcamp-eric-crouch,52,85,33,71,4,1,120.0,4/4,1,16,43,49,0,3,1.0,3,0,0,0,0,0,0,,120,1417,240.0
guitarloot:Scores/EnglishMusic/ELB/MadTom,guitarloot,Mad Tom of Bedlam,Anon,6,delcamp-eric-crouch,52,84,32,71,1,2,108.0,4/4,2,8,51,0,0,3,1.0,3,0,0,0,0,0,0,,38,213,84.4
guitarloot:Scores/EnglishMusic/ELB/MarshSellGtr,guitarloot,Sellenger's Round,Anon,6,delcamp-eric-crouch,52,84,32,71.0,3,1,72.0,6/8,1,32,104,30,0,3,1.0,2,0,0,0,0,0,0,,60,783,150.0
guitarloot:Scores/EnglishMusic/ELB/New%20Almaine,guitarloot,A New Almaine,Anon,7,delcamp-eric-crouch,52,83,31,73.0,2,1,86.0,4/4,1,32,63,0,0,3,1.0,3,0,0,0,0,0,0,,79,1018,220.5
guitarloot:Scores/EnglishMusic/ELB/Pavan.Dd.5.78.Gtr,guitarloot,Pavan (Dd.5.78.3;1v-2r),Anon 16th Century,6,delcamp-eric-crouch,52,83,31,71,4,1,,2/2,1,32,30,14,0,3,1.0,3,0,0,0,0,0,0,,36,767,
guitarloot:Scores/EnglishMusic/ELB/QuandoClaroGtr.iPad,guitarloot,"Quando Claro, Quando Claro?",Anon,7,delcamp-eric-crouch,52,86,34,73,4,1,,6/8,1,32,95,52,0,3,1.0,4,0,0,0,0,0,0,,92,862,
guitarloot:Scores/EnglishMusic/ELB/SoucheGtr,guitarloot,Lord Souches Maske,Anon,6,delcamp-eric-crouch,52,83,31,71,4,1,96.0,4/4,1,16,43,14,0,3,1.0,2,0,0,0,0,0,0,,64,632,160.0
guitarloot:Scores/EnglishMusic/ELB/StrangeGallGtr,guitarloot,Lord Strang's Galliard,Anon,6,delcamp-eric-crouch,52,84,32,74,0,1,68.0,3/4,1,32,38,18,0,4,1.0,3,0,0,0,0,0,0,,52,616,137.6
guitarloot:Scores/EnglishMusic/ELB/Teares8Gtr.iPad,guitarloot,Mrs EB Teares,Anon 16th Century,6,delcamp-eric-crouch,52,88,36,76.0,1,1,54.0,4/4,1,32,36,20,0,3,1.0,3,0,0,0,0,0,0,,32,452,142.2
guitarloot:Scores/EnglishMusic/ELB/Teares9Gtr.iPad,guitarloot,Teares (A Lament),Anon. 16th century,6,delcamp-eric-crouch,52,84,32,72,1,1,48.0,4/4,1,64,53,54,0,3,1.0,3,0,0,0,0,0,0,,41,668,205.0
guitarloot:Scores/EnglishMusic/ELB/TomBedlamGtr,guitarloot,Poor Tom of Bedlam,Anon,6,delcamp-eric-crouch,52,83,31,71.0,1,1,96.0,4/4,1,16,13,4,0,3,1.0,4,0,0,0,0,0,0,,33,326,82.5
guitarloot:Scores/EnglishMusic/ELB/Woodbynde,guitarloot,The Wood Bynde,Anon,5,delcamp-eric-crouch,52,83,31,71,4,1,64.0,4/4,1,16,25,2,0,3,1.0,4,0,0,0,0,0,0,,14,211,52.5
guitarloot:Scores/EnglishMusic/Ferrabosco/BandFant1Gtr.iPad,guitarloot,Bandora Fantasia No.1,Alfonso Ferrabosco 1,7,delcamp-eric-crouch,55,87,32,74.0,-1,1,64.0,4/4,1,32,47,38,0,3,0.975,3,0,0,0,0,0,0,,81,882,303.8
guitarloot:Scores/EnglishMusic/Ferrabosco/BandFant2.iPad,guitarloot,Bandora Fantasia No.2,Alfonso Ferrabosco 1,7,delcamp-eric-crouch,55,84,29,74.0,-2,1,64.0,4/4,1,32,33,10,0,3,0.963,4,0,0,0,0,0,0,,54,741,202.5
guitarloot:Scores/EnglishMusic/Ferrabosco/BandFant4Gtr.iPad,guitarloot,BANDORA FANTASIA No.4,Alfonso Ferrabosco I,7,delcamp-eric-crouch,52,86,34,71,2,1,64.0,4/4,1,16,24,56,0,3,0.981,4,0,0,0,0,0,0,,53,701,198.8
guitarloot:Scores/EnglishMusic/Ferrabosco/BandPavGtr,guitarloot,Bandora Pavan,Alfonso Ferrabosco 1,7,delcamp-eric-crouch,55,84,29,72.0,0,1,54.0,4/4,2,32,48,22,0,3,1.0,4,0,0,0,0,0,0,,44,873,195.6
guitarloot:Scores/EnglishMusic/Ferrabosco/Pavan(Varietie)Gtr.iPad,guitarloot,Lute Pavan No.1,Alfonso Ferrabosco,7,delcamp-eric-crouch,52,82,30,71.0,-1,1,60.0,4/4,1,32,21,40,0,3,1.0,3,0,0,0,0,0,0,,79,672,316.0
guitarloot:Scores/EnglishMusic/Holborne/44%20AlmaineGtr,guitarloot,Lute Almaine (The Choyce),Anthony Holborne,6,delcamp-eric-crouch,52,83,31,71.0,1,1,84.0,4/4,1,16,14,6,0,3,1.0,3,0,0,0,0,0,0,,26,328,74.3
guitarloot:Scores/EnglishMusic/Holborne/47HollyGtr,guitarloot,As it fell on a Holiday*,Anthony Holborne,6,delcamp-eric-crouch,52,81,29,69.0,0,1,132.0,3/4,1,32,13,2,0,3,1.0,3,0,0,0,0,0,0,,16,192,21.8
guitarloot:Scores/EnglishMusic/Holborne/BandFant1.Gtr.iPad,guitarloot,Bandora Fantasia 1,Anthony Holborne,6,delcamp-eric-crouch,52,83,31,73.0,2,1,76.0,4/4,1,32,24,34,0,3,0.956,3,0,0,0,0,0,0,,45,502,142.1
guitarloot:Scores/EnglishMusic/Holborne/BandFant2.Gtr.Arr,guitarloot,Bandora Fantasia 2,Anthony Holborne,6,delcamp-eric-crouch,50,86,36,70,-1,1,64.0,4/4,3,32,83,30,0,3,0.972,4,0,0,0,0,0,0,,71,951,266.2
guitarloot:Scores/EnglishMusic/Holborne/BandFant3.iPad,guitarloot,Bandora Fantasia 3,Anthony Holborne,6,delcamp-eric-crouch,50,83,33,71,2,1,76.0,4/4,1,16,39,10,0,3,0.957,4,0,0,0,0,0,0,,46,604,145.3
guitarloot:Scores/EnglishMusic/Holborne/BandFant4.iPad,guitarloot,Bandora Fantasia 4,Anthony Holborne,6,delcamp-eric-crouch,55,84,29,72.0,0,1,72.0,4/4,2,32,46,44,0,3,0.98,3,0,0,0,0,0,0,,50,658,166.7
guitarloot:Scores/EnglishMusic/Holborne/BandGall1Gtr,guitarloot,Bandora Galliard 1 - Lullaby,Anthony Holborne,6,delcamp-eric-crouch,52,88,36,74.5,4,1,84.0,3/4,1,16,38,12,0,3,1.0,3,0,0,0,0,0,0,,32,231,68.6
guitarloot:Scores/EnglishMusic/Holborne/BandGall2Gtr,guitarloot,Bandora Galliard 2,Anthony Holborne,6,delcamp-eric-crouch,57,81,24,73.0,-1,1,76.0,3/4,1,16,42,10,0,3,1.0,3,0,0,0,0,0,0,,27,231,63.9
guitarloot:Scores/EnglishMusic/Holborne/BandPav2Gtr,guitarloot,Bandora Pavan 2,Anthony Holborne,6,delcamp-eric-crouch,57,85,28,73,3,1,60.0,4/4,1,16,36,8,0,4,1.0,3,0,0,0,0,0,0,,24,380,96.0
guitarloot:Scores/EnglishMusic/Holborne/BandPav3Gtr,guitarloot,Bandora Pavan 3,Anthony Holborne,6,delcamp-eric-crouch,57,84,27,72.0,0,1,60.0,4/4,1,16,35,12,0,3,1.0,3,0,0,0,0,0,0,,28,428,112.0
guitarloot:Scores/EnglishMusic/Holborne/BandPav4Gtr,guitarloot,Bandora Pavan 4,Anthony Holborne,6,delcamp-eric-crouch,49,85,36,71.0,3,1,60.0,4/4,1,16,32,16,0,3,1.0,4,0,0,0,0,0,0,,24,368,96.0
guitarloot:Scores/EnglishMusic/Holborne/BandPav5Gtr.iPad,guitarloot,Bandora Pavan 5,Anthony Holborne,6,delcamp-eric-crouch,52,83,31,73.0,3,1,72.0,4/4,1,16,63,32,0,3,1.0,4,0,0,0,0,0,0,,64,650,213.3
guitarloot:Scores/EnglishMusic/Holborne/BandPav6Gtr,guitarloot,Bandora Pavan 6,Anthony Holborne,6,delcamp-eric-crouch,52,84,32,72,0,1,64.0,4/4,1,16,29,4,0,3,1.0,3,0,0,0,0,0,0,,24,365,90.0
guitarloot:Scores/EnglishMusic/Holborne/BondGallGtr,guitarloot,Mr. Bond's Galliard (Nec Invideo),Anthony Holborne,6,delcamp-eric-crouch,52,86,34,71,1,1,76.0,3/4,1,16,35,8,0,4,1.0,3,0,0,0,0,0,0,,24,282,56.8
guitarloot:Scores/EnglishMusic/Holborne/ChosesGtrArev2.iPad,guitarloot,Tres Choses,Anthony Holborne,6,delcamp-eric-crouch,52,88,36,76,3,1,64.0,3/4,1,32,139,66,0,3,1.0,4,0,0,0,0,0,0,,97,908,272.8
guitarloot:Scores/EnglishMusic/Holborne/ClarkesGalliard.Gtr,guitarloot,Clarke's Galliard,Anthony Holborne,6,delcamp-eric-crouch,52,81,29,71,3,1,96.0,3/4,1,16,24,4,0,3,1.0,4,0,0,0,0,0,0,,48,513,90.0
guitarloot:Scores/EnglishMusic/Holborne/CradleConceitsGtrAS,guitarloot,Pavan - The Cradle of Conceits,Anthony Holborne,6,delcamp-eric-crouch,52,83,31,73.0,4,1,48.0,4/4,1,32,51,18,0,3,1.0,3,0,0,0,0,0,0,,48,879,240.0
guitarloot:Scores/EnglishMusic/Holborne/FairyRound.Gtr,guitarloot,The Fairy Round,Anthony Holborne,6,delcamp-eric-crouch,52,83,31,71.0,4,1,76.0,6/8,1,16,53,20,0,3,1.0,3,0,0,0,0,0,0,,48,598,113.7
guitarloot:Scores/EnglishMusic/Holborne/FantasyHolb01GtrAlt,guitarloot,Lute Fantasia 1,Anthoy Holborne,6,delcamp-eric-crouch,52,84,32,71.0,1,1,60.0,2/2,1,32,72,34,0,3,1.0,3,0,0,0,0,0,0,,83,1015,332.0
guitarloot:Scores/EnglishMusic/Holborne/Farewell.Gtr.Arr,guitarloot,Galliard - Farewell,Anthony Holborne,6,delcamp-eric-crouch,52,83,31,71.0,3,1,84.0,3/4,1,16,64,0,0,4,1.0,3,0,0,0,0,0,0,,55,486,117.9
guitarloot:Scores/EnglishMusic/Holborne/Galliard.PassionGtr,guitarloot,Passion (Galliard),Anthony Holborne,6,delcamp-eric-crouch,52,84,32,71.0,0,1,76.0,3/4,1,16,31,0,0,4,1.0,3,0,0,0,0,0,0,,24,268,56.8
guitarloot:Scores/EnglishMusic/Holborne/Galliard16Gtr,guitarloot,Galliard 16,Anthony Holborne,6,delcamp-eric-crouch,50,86,36,72.0,2,1,72.0,3/4,1,16,35,20,0,3,1.0,3,0,0,0,0,0,0,,30,304,75.0
guitarloot:Scores/EnglishMusic/Holborne/Galliard17gtr,guitarloot,Galliard 17,Anthony Holborne,6,delcamp-eric-crouch,52,81,29,71,2,1,72.0,3/4,1,16,35,6,0,3,1.0,3,0,0,0,0,0,0,,24,231,60.0
guitarloot:Scores/EnglishMusic/Holborne/GroundGtr,guitarloot,A Ground,Anthony Holborne,6,delcamp-eric-crouch,55,81,26,73,2,1,60.0,4/4,1,16,22,24,0,2,1.0,4,0,0,0,0,0,0,,16,287,64.0
guitarloot:Scores/EnglishMusic/Holborne/HeartseaseGtr,guitarloot,Heart's Ease (Almain),Anthony Holborne,6,delcamp-eric-crouch,52,83,31,71.0,4,1,68.0,2/4,1,16,23,0,0,3,1.0,4,0,0,0,0,0,0,,26,264,45.9
guitarloot:Scores/EnglishMusic/Holborne/HeresPaternusGtr,guitarloot,Pavan - Heres Paternus,Anthony Holborne,6,delcamp-eric-crouch,50,84,34,69.0,-1,1,48.0,2/2,3,32,34,40,0,3,1.0,4,0,0,0,0,0,0,,29,500,145.0
guitarloot:Scores/EnglishMusic/Holborne/NightWatch.iPad,guitarloot,The Night Watch,Anthony Holborne,6,delcamp-eric-crouch,50,86,36,74,2,1,96.0,4/4,1,16,26,6,0,4,0.962,4,0,0,0,0,0,0,,26,258,65.0
guitarloot:Scores/EnglishMusic/Holborne/PavanBonaSperenzaGtr,guitarloot,Pavan - Bona Sperenza,Anthony Holborne,6,delcamp-eric-crouch,52,84,32,71,1,1,64.0,4/4,2,16,29,8,0,3,1.0,3,0,0,0,0,0,0,,26,428,97.5
